order_id,product_id,quantity,unit_price
707,6,1,18
707,12,1,15
708,19,1,45
709,11,2,28
709,4,1,35
710,4,2,35
711,18,1,28
711,15,1,60
711,13,1,185
712,17,2,35
712,25,2,55
712,14,3,55
712,13,1,185
713,10,3,22
714,23,1,30
715,12,2,15
716,4,1,35
716,8,1,20
717,17,1,35
717,13,1,185
717,15,3,60
717,28,2,39
718,16,1,40
718,19,2,45
718,28,1,39
718,7,1,25
718,24,1,89
719,17,3,35
719,16,1,40
720,8,1,20
720,21,1,75
720,1,1,12
720,3,3,15
721,20,1,120
721,25,2,55
721,19,1,45
721,28,1,39
721,6,1,18
722,6,1,18
722,19,1,45
722,10,1,22
723,6,1,18
723,11,1,28
723,10,1,22
723,7,2,25
723,8,1,20
724,4,2,35
724,10,2,22
725,1,1,12
725,12,1,15
725,26,2,95
726,11,1,28
726,4,1,35
727,5,1,65
728,12,1,15
728,27,1,49
728,8,1,20
729,26,1,95
730,8,1,20
730,17,1,35
730,1,1,12
731,9,1,30
731,1,1,12
731,5,1,65
731,27,1,49
731,2,1,20
732,10,1,22
733,25,2,55
733,19,3,45
734,15,2,60
735,5,2,65
736,18,1,28
737,4,3,35
738,4,1,35
738,8,1,20
738,7,2,25
738,12,1,15
739,18,2,28
739,13,1,185
740,2,1,20
740,1,1,12
740,28,2,39
740,25,3,55
740,9,2,30
741,9,1,30
741,2,1,20
741,1,2,12
742,16,2,40
743,1,2,12
743,27,3,49
743,10,2,22
744,12,2,15
745,27,1,49
745,11,1,28
746,16,2,40
746,24,2,89
747,12,1,15
748,28,1,39
748,23,1,30
748,11,3,28
748,6,1,18
748,22,3,35
749,7,3,25
749,18,1,28
750,17,2,35
750,18,2,28
750,14,2,55
750,26,1,95
750,15,2,60
751,6,1,18
751,8,1,20
752,9,1,30
752,7,1,25
753,21,1,75
753,26,1,95
754,3,1,15
754,23,1,30
755,2,2,20
755,5,2,65
755,24,2,89
755,7,1,25
755,26,2,95
756,1,1,12
757,8,2,20
757,1,1,12
758,14,1,55
758,16,3,40
758,24,1,89
759,11,1,28
759,6,2,18
760,9,1,30
760,2,3,20
760,24,1,89
761,9,1,30
762,12,1,15
763,19,1,45
764,7,2,25
764,4,2,35
765,3,1,15
766,15,3,60
767,2,1,20
767,10,1,22
767,19,1,45
768,13,1,185
768,17,2,35
768,18,1,28
768,12,2,15
769,5,1,65
769,3,1,15
769,19,1,45
770,17,2,35
770,14,1,55
771,27,1,49
772,6,1,18
772,12,1,15
772,8,1,20
773,14,1,55
774,10,1,22
774,6,3,18
774,3,1,15
775,5,1,65
776,17,1,35
776,14,2,55
776,12,1,15
777,27,1,49
777,20,1,120
778,2,1,20
778,22,2,35
779,28,1,39
780,3,1,15
780,24,1,89
780,22,1,35
781,2,1,20
782,4,2,35
782,18,1,28
782,14,1,55
783,19,2,45
783,3,1,15
783,7,1,25
784,10,1,22
784,3,3,15
784,2,1,20
785,6,1,18
785,2,1,20
785,11,1,28
785,18,1,28
785,8,3,20
786,27,1,49
787,12,1,15
788,3,2,15
788,8,1,20
789,8,3,20
789,18,3,28
790,24,1,89
790,6,3,18
790,23,1,30
791,23,3,30
791,26,3,95
791,24,3,89
791,9,1,30
792,25,1,55
792,1,1,12
792,21,1,75
792,19,1,45
792,23,1,30
793,26,1,95
793,23,1,30
794,25,3,55
794,6,1,18
795,5,1,65
795,7,1,25
795,11,1,28
795,3,1,15
796,22,2,35
796,8,2,20
797,15,1,60
797,16,1,40
798,19,2,45
798,25,1,55
798,26,1,95
799,3,1,15
799,16,1,40
799,12,1,15
800,5,1,65
801,24,1,89
802,28,1,39
802,21,1,75
802,22,1,35
803,6,1,18
803,4,1,35
803,11,1,28
804,6,1,18
804,8,1,20
805,3,1,15
805,12,1,15
805,16,1,40
806,3,1,15
807,28,2,39
808,11,1,28
809,7,1,25
809,5,1,65
809,3,2,15
810,23,1,30
810,8,1,20
810,27,1,49
811,22,2,35
811,25,1,55
811,7,1,25
811,1,1,12
811,6,1,18
812,14,1,55
812,17,1,35
813,1,1,12
813,13,2,185
814,7,3,25
814,1,1,12
814,4,1,35
814,5,2,65
815,21,2,75
815,3,1,15
815,10,1,22
815,25,1,55
815,14,2,55
816,6,2,18
817,2,1,20
817,8,1,20
817,6,1,18
817,11,1,28
818,2,1,20
818,8,1,20
818,28,2,39
819,9,1,30
819,6,1,18
819,18,1,28
820,1,1,12
820,27,2,49
820,11,1,28
821,11,1,28
821,2,1,20
822,3,2,15
822,2,1,20
822,10,2,22
823,3,2,15
823,7,1,25
824,3,1,15
824,7,3,25
824,12,2,15
824,10,2,22
825,13,1,185
826,18,1,28
827,3,3,15
827,18,2,28
828,1,3,12
829,8,1,20
829,5,1,65
829,12,3,15
830,28,1,39
831,10,2,22
831,11,1,28
832,6,2,18
832,10,1,22
832,15,1,60
833,18,1,28
833,19,1,45
834,14,3,55
835,8,2,20
836,7,1,25
836,6,1,18
836,26,3,95
836,4,2,35
837,27,1,49
838,2,1,20
838,24,1,89
838,9,1,30
839,4,2,35
840,7,1,25
840,2,1,20
840,19,2,45
841,12,1,15
841,6,2,18
841,25,2,55
842,10,1,22
842,6,1,18
842,28,1,39
843,11,1,28
843,4,1,35
843,3,1,15
843,18,1,28
844,7,1,25
845,1,1,12
845,12,1,15
846,20,2,120
846,12,1,15
846,26,1,95
846,24,2,89
846,7,1,25
847,24,1,89
847,19,1,45
848,6,1,18
848,11,2,28
848,10,1,22
848,14,1,55
848,18,1,28
849,1,1,12
849,18,1,28
849,12,2,15
849,27,1,49
849,28,2,39
850,12,1,15
850,1,2,12
850,2,1,20
850,10,3,22
851,11,1,28
851,27,1,49
851,12,1,15
852,8,3,20
852,3,1,15
852,6,3,18
853,10,1,22
854,17,1,35
854,11,2,28
855,21,1,75
855,25,1,55
855,28,1,39
855,27,1,49
855,24,1,89
856,9,1,30
856,8,2,20
856,3,3,15
857,17,1,35
858,7,1,25
858,24,1,89
859,2,1,20
859,9,1,30
859,5,1,65
859,10,1,22
860,10,1,22
860,5,1,65
860,2,1,20
861,20,1,120
861,8,1,20
861,26,1,95
861,28,1,39
861,27,2,49
862,28,3,39
862,20,1,120
863,9,1,30
864,12,3,15
865,23,1,30
865,28,3,39
866,14,1,55
866,16,1,40
867,18,2,28
867,25,1,55
867,13,1,185
868,20,1,120
869,12,2,15
869,18,1,28
869,5,1,65
870,9,1,30
870,12,1,15
870,18,1,28
870,8,1,20
870,22,2,35
871,9,2,30
872,8,1,20
872,28,3,39
873,25,1,55
874,22,1,35
875,23,1,30
875,6,1,18
875,27,1,49
876,1,1,12
876,26,1,95
877,11,1,28
878,25,1,55
879,21,2,75
880,7,1,25
880,17,1,35
880,15,1,60
881,23,1,30
881,26,1,95
882,18,1,28
883,22,3,35
883,24,3,89
883,27,1,49
883,1,1,12
884,1,1,12
885,3,1,15
885,8,3,20
885,11,1,28
885,7,1,25
886,15,1,60
886,14,1,55
886,10,1,22
887,9,1,30
888,22,2,35
888,28,3,39
888,6,1,18
888,26,1,95
889,10,1,22
889,2,1,20
889,3,2,15
889,1,1,12
890,6,1,18
890,8,1,20
891,27,1,49
891,17,1,35
891,16,2,40
892,12,1,15
893,11,1,28
894,1,1,12
895,1,3,12
895,7,1,25
896,7,1,25
896,2,2,20
897,7,3,25
898,25,2,55
898,27,1,49
898,20,3,120
899,6,1,18
899,11,1,28
899,23,1,30
900,1,1,12
900,8,3,20
900,11,1,28
900,10,1,22
901,15,2,60
902,7,1,25
902,12,2,15
903,23,2,30
903,27,1,49
904,5,1,65
904,12,1,15
905,21,1,75
905,8,1,20
905,18,2,28
905,24,1,89
906,5,3,65
906,7,1,25
906,11,1,28
907,4,1,35
907,11,1,28
907,8,1,20
907,2,1,20
908,5,1,65
908,8,1,20
908,11,2,28
908,2,1,20
908,9,1,30
909,24,1,89
910,6,1,18
910,19,1,45
911,23,1,30
911,4,1,35
911,5,3,65
912,1,1,12
912,25,2,55
913,12,1,15
913,6,1,18
914,7,1,25
914,3,2,15
914,22,1,35
915,14,1,55
915,6,2,18
916,12,2,15
916,24,1,89
917,17,1,35
917,15,3,60
918,15,1,60
919,3,1,15
919,10,2,22
920,4,1,35
920,9,1,30
920,10,2,22
920,7,2,25
921,17,1,35
921,14,1,55
921,1,1,12
922,10,1,22
922,1,1,12
923,17,1,35
923,3,1,15
923,14,1,55
923,6,1,18
924,17,1,35
924,18,1,28
924,14,1,55
924,15,1,60
925,3,1,15
926,14,1,55
927,24,1,89
927,19,1,45
928,11,1,28
928,3,3,15
928,1,1,12
929,7,1,25
929,3,1,15
929,4,2,35
930,1,1,12
930,24,1,89
931,17,2,35
931,13,1,185
931,16,2,40
931,14,1,55
932,20,1,120
933,3,2,15
934,3,1,15
935,26,1,95
935,21,1,75
936,16,1,40
937,3,1,15
938,6,1,18
938,19,1,45
938,9,1,30
939,9,2,30
940,3,1,15
940,7,1,25
940,10,2,22
940,11,1,28
941,2,2,20
941,9,1,30
942,7,1,25
942,8,1,20
942,6,1,18
943,26,1,95
943,12,1,15
944,16,2,40
944,13,1,185
945,26,1,95
946,22,1,35
946,6,1,18
946,4,2,35
946,20,1,120
946,24,2,89
947,26,1,95
947,22,1,35
947,23,1,30
947,4,1,35
948,22,2,35
948,27,1,49
948,16,1,40
948,28,1,39
949,19,2,45
950,23,1,30
950,11,1,28
951,2,1,20
952,2,2,20
953,1,2,12
953,8,1,20
954,28,1,39
954,1,2,12
954,19,2,45
954,3,1,15
954,23,1,30
955,16,1,40
955,22,1,35
956,26,1,95
956,11,1,28
956,22,1,35
957,21,3,75
957,6,1,18
958,16,1,40
959,12,1,15
960,18,1,28
961,16,2,40
962,26,1,95
962,19,1,45
963,13,1,185
963,18,1,28
963,6,1,18
963,14,1,55
964,3,2,15
964,11,2,28
964,2,1,20
964,7,1,25
964,23,1,30
965,6,3,18
965,9,1,30
965,2,1,20
965,10,2,22
966,8,2,20
966,3,2,15
967,11,2,28
968,23,1,30
969,1,1,12
969,9,1,30
970,17,3,35
970,18,2,28
971,23,1,30
971,27,1,49
972,21,1,75
972,28,2,39
972,27,1,49
973,28,2,39
974,1,1,12
974,8,1,20
975,8,1,20
976,11,1,28
976,1,1,12
976,3,1,15
976,16,2,40
977,11,1,28
977,5,1,65
977,3,1,15
977,1,1,12
977,19,1,45
978,6,3,18
978,28,1,39
979,13,1,185
979,15,1,60
979,17,2,35
979,14,1,55
980,7,1,25
980,4,3,35
981,27,1,49
981,19,1,45
982,3,2,15
982,8,2,20
983,27,2,49
983,22,1,35
983,3,3,15
984,14,1,55
984,17,1,35
984,12,1,15
984,18,1,28
984,15,1,60
985,22,1,35
985,6,3,18
986,27,1,49
986,19,1,45
987,26,1,95
987,23,1,30
987,16,1,40
987,20,1,120
987,19,2,45
988,11,1,28
989,19,1,45
989,24,1,89
989,22,1,35
990,10,1,22
990,1,1,12
991,23,1,30
991,27,2,49
992,27,1,49
992,20,1,120
993,23,1,30
993,25,1,55
994,19,1,45
994,5,1,65
994,14,1,55
994,2,1,20
995,26,3,95
996,17,2,35
996,14,1,55
996,21,2,75
996,18,1,28
996,12,1,15
997,19,1,45
997,23,1,30
998,11,1,28
998,2,1,20
998,28,2,39
998,3,2,15
999,7,2,25
999,13,2,185
1000,11,1,28
1000,22,1,35
1000,6,1,18
1000,25,3,55
1000,3,1,15
1001,22,2,35
1002,24,3,89
1003,1,1,12
1003,10,1,22
1003,7,1,25
1004,12,1,15
1004,4,1,35
1004,1,2,12
1005,12,2,15
1005,1,2,12
1006,8,1,20
1006,3,2,15
1006,2,1,20
1006,5,1,65
1006,22,1,35
1007,25,2,55
1007,2,1,20
1008,11,1,28
1008,6,2,18
1009,8,1,20
1009,3,1,15
1009,1,1,12
1009,27,1,49
1010,17,1,35
1010,8,1,20
1011,6,1,18
1011,26,1,95
1011,8,3,20
1011,27,1,49
1012,4,2,35
1012,8,1,20
1013,21,1,75
1014,19,2,45
1015,8,1,20
1015,3,1,15
1015,2,1,20
1016,2,3,20
1017,25,1,55
1017,6,1,18
1018,14,3,55
1018,15,1,60
1019,14,2,55
1019,8,3,20
1020,24,1,89
1021,16,1,40
1022,6,1,18
1022,7,1,25
1023,14,1,55
1023,13,2,185
1024,19,1,45
1024,10,1,22
1024,24,1,89
1025,3,1,15
1025,12,1,15
1025,15,1,60
1025,11,3,28
1026,7,2,25
1026,6,3,18
1026,3,1,15
1026,4,1,35
1027,8,2,20
1028,4,1,35
1028,12,1,15
1028,7,1,25
1028,11,1,28
1028,10,1,22
1029,16,3,40
1030,6,1,18
1031,13,1,185
1032,23,2,30
1032,28,1,39
1033,1,1,12
1034,16,1,40
1034,15,1,60
1034,13,2,185
1034,3,1,15
1034,10,1,22
1035,9,1,30
1035,8,1,20
1035,4,1,35
1036,11,1,28
1037,3,2,15
1038,24,2,89
1039,10,3,22
1039,24,1,89
1040,28,1,39
1040,21,1,75
1040,22,1,35
1040,23,1,30
1040,11,1,28
1041,7,1,25
1041,3,1,15
1041,5,1,65
1042,17,2,35
1042,2,2,20
1042,16,1,40
1043,23,1,30
1043,28,2,39
1044,25,1,55
1044,4,1,35
1044,19,1,45
1045,2,1,20
1045,11,1,28
1045,8,1,20
1046,17,1,35
1046,27,1,49
1047,19,1,45
1048,21,2,75
1048,5,1,65
1048,24,2,89
1048,6,1,18
1048,17,1,35
1049,3,1,15
1050,25,1,55
1051,7,1,25
1051,3,1,15
1051,4,2,35
1052,23,2,30
1052,2,1,20
1053,3,1,15
1054,15,1,60
1055,1,2,12
1055,17,1,35
1056,17,1,35
1056,18,1,28
1057,22,1,35
1058,10,1,22
1058,6,1,18
1059,28,2,39
1059,19,1,45
1060,27,2,49
1060,19,3,45
1060,25,3,55
1061,20,1,120
1061,25,1,55
1061,28,1,39
1061,27,2,49
1061,10,1,22
1062,5,1,65
1063,23,1,30
1063,26,1,95
1063,27,2,49
1064,19,2,45
1064,2,2,20
1064,28,2,39
1064,27,1,49
1065,1,1,12
1065,6,1,18
1065,9,1,30
1065,2,1,20
1065,12,1,15
1066,12,1,15
1066,6,1,18
1066,2,2,20
1067,17,1,35
1067,18,1,28
1067,13,1,185
1068,10,2,22
1068,3,2,15
1068,4,1,35
1069,23,2,30
1069,3,2,15
1069,26,1,95
1070,21,1,75
1070,25,1,55
1070,26,1,95
1071,13,1,185
1071,14,1,55
1071,3,2,15
1072,16,3,40
1072,25,2,55
1073,8,1,20
1074,22,1,35
1074,26,1,95
1074,8,1,20
1075,19,2,45
1075,2,1,20
1075,28,3,39
1076,22,1,35
1076,1,1,12
1077,18,1,28
1078,10,1,22
1079,5,2,65
1080,11,2,28
1081,6,2,18
1082,19,1,45
1082,11,1,28
1082,27,1,49
1083,23,1,30
1083,28,1,39
1084,10,1,22
1084,15,1,60
1085,20,1,120
1086,11,1,28
1086,1,1,12
1086,17,2,35
1087,20,3,120
1088,9,1,30
1088,3,1,15
1089,24,2,89
1090,14,1,55
1090,15,1,60
1090,6,1,18
1090,18,1,28
1090,19,1,45
1091,2,1,20
1091,11,1,28
1091,8,1,20
1092,15,1,60
1093,4,1,35
1093,18,2,28
1093,1,1,12
1094,26,1,95
1095,12,2,15
1096,2,1,20
1097,18,1,28
1097,14,1,55
1098,23,1,30
1098,26,1,95
1098,28,1,39
1098,27,1,49
1099,27,3,49
1099,12,2,15
1099,16,1,40
1100,22,2,35
1101,3,2,15
1101,8,2,20
1102,10,1,22
1103,25,1,55
1104,7,1,25
1105,7,1,25
1106,7,1,25
1106,3,1,15
1107,20,1,120
1108,15,1,60
1108,13,2,185
1108,17,3,35
1108,12,1,15
1109,13,1,185
1109,18,2,28
1110,9,1,30
1110,2,1,20
1111,23,1,30
1111,20,1,120
1111,5,1,65
1111,27,1,49
1112,20,1,120
1112,28,1,39
1113,20,1,120
1114,18,1,28
1115,14,2,55
1115,15,1,60
1115,2,1,20
1116,15,2,60
1116,17,1,35
1117,3,1,15
1118,3,1,15
1118,22,2,35
1118,12,1,15
1118,11,1,28
1119,12,2,15
1119,7,1,25
1120,8,3,20
1120,6,1,18
1121,12,1,15
1121,1,2,12
1121,3,2,15
1121,13,1,185
1121,16,1,40
1122,3,1,15
1122,10,1,22
1123,22,3,35
1123,15,1,60
1123,28,2,39
1124,9,2,30
1124,5,1,65
1124,8,3,20
1124,3,1,15
1125,3,1,15
1125,8,1,20
1125,6,2,18
1126,16,2,40
1126,14,3,55
1126,13,1,185
1127,21,1,75
1127,28,1,39
1127,6,1,18
1127,15,1,60
1127,24,1,89
1128,28,2,39
1129,15,1,60
1129,14,2,55
1129,16,1,40
1129,18,1,28
1130,9,1,30
1130,28,1,39
1130,23,1,30
1130,3,1,15
1130,2,1,20
1131,23,1,30
1131,11,1,28
1132,22,1,35
1132,28,1,39
1132,3,1,15
1133,20,1,120
1133,25,1,55
1133,26,1,95
1134,23,1,30
1135,17,3,35
1135,18,2,28
1136,5,1,65
1136,8,1,20
1137,3,1,15
1138,26,2,95
1138,5,1,65
1138,23,2,30
1138,22,3,35
1139,1,1,12
1139,24,3,89
1139,7,1,25
1139,8,1,20
1139,17,1,35
1140,27,2,49
1141,10,1,22
1141,1,3,12
1141,13,1,185
1141,27,1,49
1141,3,1,15
1142,17,2,35
1142,16,1,40
1142,23,2,30
1142,1,1,12
1142,19,1,45
1143,11,1,28
1144,20,1,120
1145,10,3,22
1145,3,2,15
1145,6,1,18
1145,11,1,28
1146,23,1,30
1146,1,1,12
1147,3,1,15
1147,10,1,22
1147,20,1,120
1148,2,1,20
1148,12,2,15
1149,22,3,35
1149,26,1,95
1149,6,1,18
1149,27,1,49
1150,3,1,15
1150,22,1,35
1151,7,1,25
1151,6,2,18
1151,4,1,35
1152,28,1,39
1152,23,1,30
1153,22,1,35
1154,12,2,15
1154,4,1,35
1155,16,1,40
1156,21,3,75
1157,6,1,18
1157,12,1,15
1157,18,1,28
1157,8,1,20
1158,6,1,18
1159,7,1,25
1159,8,3,20
1160,12,1,15
1160,6,2,18
1160,4,1,35
1160,7,1,25
1161,13,1,185
1161,9,1,30
1161,18,1,28
1161,8,1,20
1162,3,3,15
1162,16,3,40
1162,8,1,20
1163,10,1,22
1164,22,1,35
1164,6,1,18
1164,17,2,35
1165,7,1,25
1165,3,1,15
1165,27,1,49
1165,2,1,20
1165,21,1,75
1166,7,3,25
1166,5,2,65
1166,1,1,12
1167,9,1,30
1167,3,1,15
1167,4,3,35
1167,19,1,45
1167,22,1,35
1168,17,2,35
1168,27,1,49
1168,16,1,40
1168,6,1,18
1169,28,1,39
1169,19,1,45
1169,6,2,18
1169,22,2,35
1170,9,3,30
1170,26,1,95
1170,4,1,35
1170,22,2,35
1171,25,2,55
1171,21,2,75
1171,8,1,20
1172,22,3,35
1172,20,2,120
1172,1,2,12
1172,2,2,20
1172,4,1,35
1173,28,1,39
1173,21,1,75
1174,22,1,35
1175,8,2,20
1175,2,2,20
1176,16,1,40
1176,23,2,30
1177,17,1,35
1177,15,2,60
1177,14,1,55
1178,20,1,120
1178,8,2,20
1178,27,1,49
1178,18,1,28
1179,10,3,22
1179,4,2,35
1179,11,2,28
1179,2,1,20
1180,14,1,55
1181,3,3,15
1181,12,1,15
1181,13,1,185
1181,9,1,30
1182,25,2,55
1182,20,1,120
1183,9,1,30
1183,6,1,18
1184,23,1,30
1184,21,1,75
1185,19,1,45
1185,2,1,20
1185,6,2,18
1185,27,1,49
1185,22,1,35
1186,17,2,35
1186,11,1,28
1187,19,1,45
1187,6,2,18
1188,17,1,35
1189,27,1,49
1190,10,1,22
1190,3,1,15
1191,24,3,89
1191,19,1,45
1191,21,1,75
1192,1,1,12
1192,28,1,39
1193,13,1,185
1193,16,1,40
1193,18,1,28
1193,24,1,89
1193,4,2,35
1194,15,2,60
1194,19,1,45
1195,1,1,12
1195,10,1,22
1195,27,1,49
1195,8,1,20
1196,16,3,40
1196,26,3,95
1197,11,1,28
1197,3,1,15
1198,4,2,35
1198,9,2,30
1198,26,1,95
1198,25,1,55
1199,13,1,185
1199,12,1,15
1200,11,1,28
1200,6,1,18
1201,3,1,15
1202,28,1,39
1202,20,1,120
1203,8,1,20
1203,25,3,55
1203,17,1,35
1203,12,2,15
1203,2,2,20
1204,4,2,35
1204,11,1,28
1205,19,1,45
1205,25,1,55
1205,27,3,49
1205,28,1,39
1206,23,1,30
1206,28,1,39
1206,8,1,20
1206,1,2,12
1207,24,2,89
1207,5,2,65
1208,10,1,22
1208,2,1,20
1208,23,1,30
1209,2,2,20
1209,5,1,65
1209,27,1,49
1210,6,1,18
1210,10,1,22
1210,4,1,35
1210,12,1,15
1211,10,1,22
1212,11,1,28
1213,21,3,75
1213,12,2,15
1214,1,1,12
1215,4,1,35
1216,9,3,30
1217,16,1,40
1218,4,1,35
1219,2,1,20
1220,9,1,30
1221,1,1,12
1221,2,1,20
1221,13,1,185
1222,6,1,18
1222,8,2,20
1222,18,1,28
1222,12,1,15
1223,10,2,22
1223,1,3,12
1223,12,1,15
1223,2,1,20
1223,6,1,18
1224,11,1,28
1224,6,1,18
1224,2,2,20
1224,4,1,35
1225,21,1,75
1225,26,1,95
1225,20,1,120
1226,11,2,28
1226,27,1,49
1227,25,1,55
1227,27,3,49
1228,14,1,55
1229,18,1,28
1229,2,2,20
1229,17,1,35
1229,16,1,40
1230,9,1,30
1230,16,1,40
1230,12,2,15
1230,6,1,18
1231,16,1,40
1231,17,3,35
1232,28,1,39
1232,3,1,15
1232,23,1,30
1232,20,1,120
1233,15,1,60
1233,18,1,28
1233,27,1,49
1233,24,1,89
1233,23,1,30
1234,18,1,28
1234,8,1,20
1234,27,2,49
1235,10,1,22
1235,6,2,18
1235,2,1,20
1235,26,1,95
1236,11,2,28
1236,5,1,65
1237,3,2,15
1237,17,1,35
1238,9,2,30
1238,4,1,35
1238,8,1,20
1238,24,3,89
1239,12,2,15
1239,6,1,18
1240,6,2,18
1240,7,2,25
1241,2,1,20
1241,28,1,39
1241,16,1,40
1241,11,2,28
1242,19,1,45
1243,5,2,65
1243,10,2,22
1243,4,1,35
1244,19,1,45
1244,24,1,89
1245,6,1,18
1245,15,1,60
1245,7,2,25
1245,4,1,35
1245,22,1,35
1246,6,1,18
1247,25,1,55
1248,2,1,20
1248,11,1,28
1248,25,2,55
1248,12,2,15
1249,27,2,49
1249,18,1,28
1249,21,1,75
1250,24,3,89
1250,23,1,30
1251,3,3,15
1251,10,2,22
1252,24,1,89
1252,21,2,75
1253,27,1,49
1254,7,1,25
1254,3,2,15
1255,5,1,65
1256,27,2,49
1257,12,1,15
1258,27,1,49
1258,8,1,20
1259,13,1,185
1259,16,1,40
1260,6,2,18
1260,8,3,20
1261,15,1,60
1261,14,1,55
1262,6,2,18
1262,7,1,25
1262,13,1,185
1262,8,1,20
1262,2,1,20
1263,7,1,25
1263,5,1,65
1263,8,2,20
1263,6,1,18
1263,1,1,12
1264,28,2,39
1264,12,1,15
1265,7,1,25
1265,11,1,28
1265,1,1,12
1266,2,1,20
1266,12,1,15
1266,10,2,22
1267,7,2,25
1268,24,1,89
1269,19,1,45
1269,16,1,40
1270,4,2,35
1271,9,1,30
1271,2,1,20
1272,22,1,35
1272,13,1,185
1273,24,1,89
1273,19,1,45
1273,1,1,12
1274,27,1,49
1274,3,1,15
1274,21,1,75
1275,19,1,45
1276,1,1,12
1277,2,2,20
1277,13,1,185
1278,16,1,40
1279,10,1,22
1279,21,1,75
1280,17,3,35
1280,15,1,60
1281,3,1,15
1282,5,1,65
1282,20,1,120
1282,11,2,28
1282,10,2,22
1282,8,1,20
1283,12,1,15
1283,19,1,45
1284,23,1,30
1284,26,1,95
1284,25,1,55
1285,10,2,22
1286,1,1,12
1286,25,1,55
1287,22,1,35
1287,28,1,39
1287,17,1,35
1287,27,1,49
1288,14,1,55
1288,17,2,35
1289,23,1,30
1289,28,1,39
1290,17,2,35
1291,27,2,49
1291,20,1,120
1292,11,1,28
1292,1,1,12
1293,19,1,45
1294,11,2,28
1294,2,2,20
1295,9,2,30
1295,4,1,35
1296,20,1,120
1296,4,1,35
1297,16,1,40
1297,23,2,30
1297,18,1,28
1298,10,1,22
1299,3,1,15
1300,4,2,35
1300,11,2,28
1300,7,1,25
1301,17,1,35
1302,19,2,45
1302,28,1,39
1302,11,1,28
1303,5,1,65
1303,27,1,49
1304,23,1,30
1305,3,1,15
1305,18,1,28
1306,7,1,25
1306,26,1,95
1307,12,2,15
1307,2,3,20
1307,6,1,18
1307,22,3,35
1307,3,1,15
1308,2,1,20
1308,7,1,25
1308,12,1,15
1309,1,2,12
1309,12,3,15
1310,11,3,28
1310,9,1,30
1311,18,1,28
1311,17,1,35
1312,3,1,15
1312,12,1,15
1313,22,1,35
1313,20,1,120
1313,25,2,55
1314,18,1,28
1314,2,2,20
1315,11,1,28
1315,4,1,35
1316,2,2,20
1317,12,1,15
1317,6,1,18
1318,5,1,65
1319,12,1,15
1319,18,1,28
1320,7,2,25
1321,12,1,15
1321,3,1,15
1322,24,2,89
1322,22,1,35
1322,3,3,15
1323,16,1,40
1324,23,1,30
1324,27,2,49
1324,25,1,55
1324,24,2,89
1324,8,1,20
1325,10,1,22
1325,17,1,35
1326,16,1,40
1327,21,1,75
1327,1,3,12
1327,25,1,55
1328,26,2,95
1328,11,1,28
1328,23,1,30
1329,22,1,35
1329,25,3,55
1330,2,1,20
1330,27,3,49
1330,15,1,60
1331,28,1,39
1332,7,2,25
1332,18,2,28
1332,4,1,35
1333,19,1,45
1333,5,2,65
1333,26,1,95
1334,11,2,28
1334,2,1,20
1334,1,1,12
1334,5,3,65
1334,3,1,15
1335,10,1,22
1335,6,1,18
1336,8,2,20
1336,1,3,12
1337,3,1,15
1338,20,1,120
1339,2,1,20
1339,12,1,15
1339,7,1,25
1340,9,1,30
1340,1,1,12
1340,21,1,75
1340,6,1,18
1340,3,3,15
1341,4,1,35
1341,8,1,20
1342,11,2,28
1342,6,2,18
1343,5,1,65
1343,11,1,28
1343,8,1,20
1344,3,1,15
1345,4,2,35
1345,8,2,20
1345,9,1,30
1346,18,1,28
1346,16,1,40
1346,17,1,35
1346,14,1,55
1346,13,1,185
1347,6,1,18
1347,8,1,20
1347,14,1,55
1347,4,1,35
1348,16,1,40
1349,6,2,18
1349,10,3,22
1349,7,3,25
1349,11,1,28
1350,25,1,55
1350,23,1,30
1350,22,2,35
1350,19,2,45
1350,4,1,35
1351,1,2,12
1352,1,1,12
1352,3,1,15
1353,24,2,89
1354,6,1,18
1355,9,1,30
1356,18,3,28
1356,16,3,40
1356,15,1,60
1357,7,1,25
1357,11,1,28
1358,1,1,12
1359,24,2,89
1360,7,1,25
1360,1,1,12
1360,3,1,15
1361,10,2,22
1361,6,3,18
1362,11,1,28
1363,15,1,60
1363,16,3,40
1364,9,1,30
1364,6,3,18
1365,7,1,25
1365,2,2,20
1365,1,1,12
1366,1,1,12
1367,14,1,55
1367,18,1,28
1367,9,2,30
1368,26,1,95
1369,1,1,12
1369,12,1,15
1370,3,1,15
1370,7,1,25
1370,1,1,12
1370,12,1,15
1371,12,1,15
1371,3,2,15
1371,17,2,35
1371,24,1,89
1371,7,1,25
1372,22,1,35
1373,7,2,25
1373,28,1,39
1373,4,3,35
1373,8,1,20
1373,15,1,60
1374,9,1,30
1374,11,1,28
1375,26,2,95
1375,20,1,120
1376,12,1,15
1377,6,2,18
1378,15,1,60
1378,18,1,28
1378,16,2,40
1378,13,1,185
1378,14,1,55
1379,28,2,39
1380,23,1,30
1381,1,3,12
1382,23,1,30
1382,25,1,55
1382,28,2,39
1382,27,1,49
1383,12,1,15
1383,2,1,20
1384,11,1,28
1384,7,2,25
1385,22,1,35
1385,17,3,35
1385,26,1,95
1385,1,2,12
1385,28,1,39
1386,6,3,18
1386,9,1,30
1387,7,1,25
1387,25,1,55
1387,9,1,30
1388,10,2,22
